title,author,ISBN,ISBN13,rating,avg_rating,publisher,binding,number_pages,year_published,original_publication_year,date_read,date_added,bookshelves,bookshleves_with_position,exclusive_shelf,my_review,open_library_url_info_ISBN,open_library_url_info_ISBN13,notes,recommendation_from
Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,039334777X,9780393347777.0,0.0,3.93,W. W. Norton  Company,Paperback,282,2014.0,2012.0,,2015/08/26,not-finished,to-read (#22),to-read,,https://openlibrary.org/books/OL27305987M/Naked_Statistics_Stripping_the_Dread_from_the_Data,https://openlibrary.org/books/OL27305987M/Naked_Statistics_Stripping_the_Dread_from_the_Data,,
Statistics Unplugged 3rd (Third) Edition BYCaldwell,Sally Caldwell,,,0.0,3.8,Wadsworth Publishing,Paperback,,,,,2015/08/26,to-read,to-read (#24),to-read,,,,,
Et La Lumière Fut,Jacques Lusseyran,2866456641,9782866456641.0,0.0,4.18,Editions du Félin,Paperback,282,2008.0,1963.0,,2015/08/15,to-read,to-read (#21),to-read,,,,,
The Art of Loving,Erich Fromm,61129739,9780061129735.0,0.0,4.04,Harper Perennial Modern Classics,Paperback,192,2019.0,1956.0,,2015/05/13,to-read,to-read (#20),to-read,,,https://openlibrary.org/books/OL7288391M/The_Art_of_Loving,,
Waking Up: A Guide to Spirituality Without Religion,Sam Harris,1451636016,9781451636017.0,0.0,3.92,Simon  Schuster,Hardcover,256,2014.0,2014.0,,2015/05/06,to-read,to-read (#19),to-read,,https://openlibrary.org/books/OL25638260M/Waking_Up,https://openlibrary.org/books/OL25638260M/Waking_Up,,
Small Is Beautiful: Economics as if People Mattered,Ernst F. Schumacher,60916303,9780060916305.0,0.0,4.11,Harper Perennial,Paperback,352,1989.0,1973.0,,2015/03/07,to-read,to-read (#18),to-read,,,https://openlibrary.org/books/OL21139476M/Small_is_beautiful,,
Processing: A Programming Handbook for Visual Designers and Artists,Casey Reas,262182629,9780262182621.0,0.0,4.15,MIT Press (MA),Hardcover,710,2007.0,2007.0,,2015/01/06,to-read,to-read (#17),to-read,,,https://openlibrary.org/books/OL9765997M/Processing,,
How Will You Measure Your Life?,Clayton M. Christensen,62102427,9780062102423.0,0.0,4.07,Harper Business,ebook,240,2012.0,2012.0,,2015/01/05,to-read,to-read (#16),to-read,,,,,
Einstein's Dreams,Alan Lightman,140007780X,9781400077809.0,0.0,4.07,Vintage,Paperback,144,2004.0,1992.0,,2014/12/29,to-read,to-read (#15),to-read,,https://openlibrary.org/books/OL3321819M/Einstein's_dreams,https://openlibrary.org/books/OL3321819M/Einstein's_dreams,,
On a Beam of Light: A Story of Albert Einstein,Jennifer  Berne,811872351,9780811872355.0,0.0,4.22,Chronicle Books,Hardcover,56,2013.0,2013.0,,2014/11/10,to-read,to-read (#13),to-read,,,https://openlibrary.org/books/OL24822859M/On_a_beam_of_light,,
Pablo Neruda: Poet of the People,Monica Brown,080509198X,9780805091984.0,0.0,4.14,Henry Holt and Co. (BYR),Hardcover,32,2011.0,2011.0,,2014/11/10,to-read,to-read (#12),to-read,,https://openlibrary.org/books/OL24538956M/Pablo_Neruda,https://openlibrary.org/books/OL24538956M/Pablo_Neruda,,
Selected Poems,Pablo Neruda,613365771,9780613365772.0,0.0,4.39,,,508,,1949.0,,2014/11/10,to-read,to-read (#14),to-read,,,https://openlibrary.org/books/OL9318486M/Pablo_Neruda,,
Brain Rules: 12 Principles for Surviving and Thriving at Work,John Medina,979777704,9780979777707.0,0.0,4.02,Pear Press,Hardcover,301,2008.0,2008.0,,2014/11/01,to-read,to-read (#11),to-read,,,,,
Turing: Pioneer of the Information Age,B. Jack Copeland,199639795,9780199639793.0,0.0,3.78,Oxford University Press (UK),Hardcover,300,2013.0,2012.0,,2014/09/11,to-read,to-read (#10),to-read,,,https://openlibrary.org/books/OL27143875M/Turing,,
Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,60186399,9780060186395.0,0.0,3.81,Harper,Hardcover,308,2007.0,2007.0,,2014/05/20,to-read,to-read (#9),to-read,,,https://openlibrary.org/books/OL22765762M/Proust_and_the_squid,,
The Pleasures and Sorrows of Work,Alain de Botton,037542444X,9780375424441.0,0.0,3.62,Pantheon,Hardcover,336,2009.0,2008.0,,2013/08/22,to-read,to-read (#8),to-read,,https://openlibrary.org/books/OL25447365M/The_Pleasures_and_Sorrows_of_Work,https://openlibrary.org/books/OL25447365M/The_Pleasures_and_Sorrows_of_Work,,
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,596006624,9780596006624.0,0.0,4.05,O'Reilly Media,Hardcover,272,2004.0,2004.0,,2013/08/22,to-read,to-read (#7),to-read,,,https://openlibrary.org/books/OL3327779M/Hackers_painters,,
The Gift: Creativity and the Artist in the Modern World,Lewis Hyde,307279502,9780307279507.0,0.0,3.97,Vintage,Hardcover,464,2007.0,1979.0,,2013/08/22,to-read,to-read (#1),to-read,,,https://openlibrary.org/books/OL10352655M/The_Gift,,
The Writing Life,Annie Dillard,60919884,9780060919887.0,0.0,4.02,Harper Perennial (HarperCollins),Paperback,113,1998.0,1989.0,,2013/06/08,to-read,to-read (#6),to-read,,,https://openlibrary.org/books/OL13634360M/The_writing_life,,
Deep in a Dream: The Long Night of Chet Baker,James Gavin,156649284X,9781566492843.0,0.0,3.91,Welcome Rain Publishers,Paperback,448,2004.0,2002.0,,2013/05/05,to-read,to-read (#2),to-read,,https://openlibrary.org/books/OL8669412M/Deep_in_a_Dream,https://openlibrary.org/books/OL8669412M/Deep_in_a_Dream,,
Uncommon Grounds: The History of Coffee and How It Transformed Our World,Mark Pendergrast,046501836X,9780465018369.0,0.0,3.69,Basic Books,Paperback,480,2010.0,1999.0,,2013/04/27,to-read,to-read (#5),to-read,,https://openlibrary.org/books/OL24791364M/Uncommon_grounds,https://openlibrary.org/books/OL24791364M/Uncommon_grounds,,
Universal Principles of Design: 100 Ways to Enhance Usability,William Lidwell,1592530079,9781592530076.0,0.0,4.14,Rockport Publishers,,216,2003.0,2003.0,,2012/12/26,,,,,,,,
Visual Explanations,Edward R. Tufte,961392126,9780961392123.0,0.0,4.29,Graphics Press,Hardcover,156,1998.0,1997.0,,2012/12/26,to-read,to-read (#4),to-read,,,https://openlibrary.org/books/OL18179819M/Visual_Explanations,,
The Great Animal Orchestra: Finding the Origins of Music in the World's Wild Places,Bernie Krause,316086878,9780316086875.0,0.0,3.93,Little, Brown and Company,Hardcover,288.0,2012.0,,,2016/12/17,to-read,to-read (#48),to-read,,https://openlibrary.org/books/OL24886001M/The_great_animal_orchestra,,
